Symbol,Period Ended,Quarter,Total Income,Total Expenses,Net Profit Loss from the Period,EPS,Price to earnings ratio,Number of shares,Market Cap,Price to sales ratio,Earnings Growth,PROJECTED EARNINGS GROWTH (PEG),Share Price,Share price change,Classification
BAJFINANCE,31-Mar-16,Fourth Quarter,191681,66263,31504,57.99,11.42,53629406,35509239313,185251.74,-23,-0.5,662.122559,15.21,Good
BAJFINANCE,30-Jun-16,First Quarter,228640,76622,42399,77.84,10.1,53629406,42182408041,184492.69,34.23,0.3,786.553711,18.79,Good
BAJFINANCE,30-Sep-16,Second Quarter,234701,78352,40776,7.45,140.55,53629406,56156887793,239269.91,-90.43,-1.55,1047.128662,33.13,Good
BAJFINANCE,31-Dec-16,Third Quarter,270197,89888,55565,10.18,82.18,53629406,44865943753,166049.01,36.64,2.24,836.592224,-20.11,Bad
BAJFINANCE,31-Mar-17,Fourth Quarter,266502,198323,44915,NA,NA,53629406,62283674236,233708.09,NA,NA,1161.371704,38.82,Good
BAJFINANCE,30-Jun-17,First Quarter,315047,223908,60204,NA,NA,53629406,73026825217,231796.61,NA,NA,1361.693726,17.25,Good
BAJFINANCE,30-Sep-17,Second Quarter,308624,224682,55690,NA,NA,53629406,98006959824,317561.04,NA,NA,1827.485474,34.21,Good
BAJFINANCE,31-Mar-18,Fourth Quarter,349159,234742,74755,12.88,136.44,53629406,94247814732,269928.07,NA,NA,1757.390625,-3.84,Bad
BAJFINANCE,30-Jun-18,First Quarter,394130,264396,83589,14.41,158.44,53629406,1.22444E+11,310669.2,11.88,13.34,2283.151367,29.92,Good
BAJFINANCE,30-Sep-18,Second Quarter,429635,286184,92347,15.9,135.8,53629406,1.15799E+11,269528.68,10.34,13.13,2159.243652,-5.43,Bad
BAJFINANCE,31-Dec-18,Third Quarter,499526,335959,105956,18.24,144.43,53629406,1.41285E+11,282837.88,14.72,9.81,2634.466553,22.01,Good
BAJFINANCE,31-Mar-19,Fourth Quarter,530847,349684,117606,20.24,148.85,53629406,1.61574E+11,304369.68,10.96,13.58,3012.782471,14.36,Good
BAJFINANCE,30-Jun-19,First Quarter,580829,395687,119525,20.55,178.41,53629406,1.96618E+11,338512.48,1.53,116.48,3666.232422,21.69,Good
BAJFINANCE,30-Sep-19,Second Quarter,632255,430012,150629,25.89,155.92,53629406,2.1649E+11,342408.79,25.99,6,4036.771729,10.11,Good
BAJFINANCE,31-Dec-19,Third Quarter,702593,485586,161411,27.12,155.79,53629406,2.26586E+11,322500.13,4.75,32.79,4225.039063,4.66,Bad
BAJFINANCE,31-Mar-20,Fourth Quarter,723083,595263,94810,15.69,140.9,53629406,1.1856E+11,163963.93,-42.15,-3.34,2210.71875,-47.68,Bad
BAJAJFINSV,30-Sep-08,Second Quarter,9237,9353,-1187,-0.8,-466.56,144677794,54000946924,5846156.43,-68,6.86,373.249725,-27.99,Bad
BAJAJFINSV,31-Dec-08,Third Quarter,8585,6919,1229,0.8,180.64,144673311,20907059472,2435301.05,-200,-0.9,144.512207,-61.28,Bad
BAJAJFINSV,31-Mar-09,Fourth Quarter,14000,-3534,10713,7.4,22.05,144685911,23611433357,1686530.95,825,0.03,163.190964,12.93,Good
BAJAJFINSV,30-Jun-09,First Quarter,10621,3293,4214,2.9,138.68,144669565,58180608439,5477884.23,-60.81,-2.28,402.162048,146.44,Good
BAJAJFINSV,30-Sep-09,Second Quarter,10673,2955,4395,3,89.84,144672423,38993496119,3653471.01,3.45,26.05,269.529572,-32.98,Bad
BAJAJFINSV,31-Dec-09,Third Quarter,11925,5628,3486,2.5,133.81,144684931,48401149519,4058796.61,-16.67,-8.03,334.527924,24.12,Good
BAJAJFINSV,31-Mar-10,Fourth Quarter,65201,3637,43358,30.3,10.74,144672789,47073778423,721979.39,1112,0.01,325.381012,-2.73,Bad
BAJAJFINSV,30-Jun-10,First Quarter,12411,2238,6608,4.6,91.99,144694962,61227023100,4933286.85,-84.82,-1.08,423.145508,30.05,Good
BAJAJFINSV,30-Sep-10,Second Quarter,46417,22278,6940,4.8,108.01,144685980,75014876636,1616107.82,4.35,24.84,518.466797,22.53,Good
BAJAJFINSV,31-Dec-10,Third Quarter,52957,19855,10678,7.3,61.08,144672383,64508019387,1218120.73,52.08,1.17,445.89035,-14,Bad
BAJAJFINSV,31-Mar-11,Fourth Quarter,131700,16497,87258,60.3,8.44,144685911,73603928137,558875.69,726.03,0.01,508.71524,14.09,Good
BAJAJFINSV,30-Jun-11,First Quarter,61264,20067,12873,8.9,56.06,144685911,72193169894,1178394.65,-85.24,-0.66,498.964752,-1.92,Bad
BAJAJFINSV,30-Sep-11,Second Quarter,71366,22785,15819,10.9,46.79,144680988,73796708652,1034059.76,22.47,2.08,510.065002,2.22,Bad
BAJAJFINSV,31-Dec-11,Third Quarter,82519,24676,17006,11.8,35.38,144674111,60403675605,731997.18,8.26,4.29,417.515442,-18.14,Bad
BAJAJFINSV,31-Mar-12,Fourth Quarter,175156,25918,88079,60.9,9.77,144697787,86063857497,491355.46,416.1,0.02,594.783508,42.46,Good
BAJAJFINSV,30-Jun-12,First Quarter,92748,26617,28538,13.5,49.03,144700195,95783677361,1032730.38,-77.83,-0.63,661.94574,11.29,Good
BAJAJFINSV,30-Sep-12,Second Quarter,100783,28536,31061,15,57.79,144700195,1.25424E+11,1244499.26,11.11,5.2,866.787842,30.95,Good
BAJAJFINSV,31-Dec-12,Third Quarter,111983,30008,36111,15.8,56.74,159131528,1.42662E+11,1273962.33,5.33,10.64,896.504456,3.43,Bad
BAJAJFINSV,31-Mar-13,Fourth Quarter,201729,31159,125707,57.4,13.34,159131824,1.21821E+11,603883.29,263.29,0.05,765.533691,-14.61,Bad
BAJAJFINSV,30-Jun-13,First Quarter,126981,38139,40158,17.5,36.43,159131824,1.01445E+11,798898.62,-69.51,-0.52,637.48999,-16.73,Bad
BAJAJFINSV,30-Sep-13,Second Quarter,130861,36567,39705,17.4,34.61,159131824,95820241270,732229.17,-0.57,-60.56,602.143799,-5.54,Bad
BAJAJFINSV,31-Dec-13,Third Quarter,139253,40773,40946,17.7,41.73,159131824,1.17542E+11,844088.26,1.72,24.2,738.644348,22.67,Good
BAJAJFINSV,31-Mar-14,Fourth Quarter,205007,40672,98284,44.5,17.61,159131824,1.24719E+11,608364.85,151.41,0.12,783.746765,6.11,Bad
BAJAJFINSV,30-Jun-14,First Quarter,162907,47695,46432,20.1,45.62,159131824,1.45918E+11,895715.63,-54.83,-0.83,916.96521,17,Good
BAJAJFINSV,30-Sep-14,Second Quarter,164769,46491,45630,19.9,52.97,159138713,1.67756E+11,1018125.7,-1,-53.24,1054.146729,14.96,Good
BAJAJFINSV,31-Dec-14,Third Quarter,190443,56981,50970,21.8,60.16,159133529,2.08697E+11,1095848.46,9.55,6.3,1311.456299,24.41,Good
BAJAJFINSV,31-Mar-15,Fourth Quarter,240582,60298,97885,44.4,31.74,159117409,2.2426E+11,932155.39,103.67,0.31,1409.398315,7.47,Bad
BAJAJFINSV,30-Jun-15,First Quarter,221169,62208,67703,29.3,52.1,159117409,2.42896E+11,1098236.69,-34.01,-1.53,1526.52002,8.31,Bad
BAJAJFINSV,30-Sep-15,Second Quarter,222380,63699,65252,27.7,62.27,159117409,2.74464E+11,1234213.34,-5.46,-11.4,1724.917236,13,Good
BAJAJFINSV,31-Dec-15,Third Quarter,244388,75594,67818,27.5,72.1,159117409,3.15471E+11,1290862.72,-0.72,-99.85,1982.632568,14.94,Good
BAJAJFINSV,31-Mar-16,Fourth Quarter,256703,75073,76683,32.5,52.51,159117409,2.71544E+11,1057815.32,18.18,2.89,1706.56604,-13.92,Bad
BAJAJFINSV,30-Jun-16,First Quarter,291184,91625,81630,33.8,68.58,159117409,3.68817E+11,1266610.1,4,17.14,2317.889648,35.82,Good
BAJAJFINSV,30-Sep-16,Second Quarter,299967,82473,86342,36.2,84.66,159117409,4.87638E+11,1625639.56,7.1,11.92,3064.644043,32.22,Good
BAJAJFINSV,31-Dec-16,Third Quarter,329346,95429,95127,38.6,74.88,159117409,4.59885E+11,1396357.81,6.63,11.29,2890.223389,-5.69,Bad
BAJAJFINSV,31-Mar-17,Fourth Quarter,704323,587285,81872,NA,NA,159117409,6.51085E+11,924411.82,NA,NA,4091.849609,41.58,Good
BAJAJFINSV,30-Jun-17,First Quarter,658129,511844,101571,NA,NA,159117409,6.54309E+11,994196.33,NA,NA,4112.117188,0.5,Bad
BAJAJFINSV,30-Sep-17,Second Quarter,756104,609247,100689,NA,NA,159117409,8.19197E+11,1083445.52,NA,NA,5148.383789,25.2,Good
BAJAJFINSV,31-Mar-18,Fourth Quarter,882935,721449,68546,43.1,119.85,159117409,8.21915E+11,930889.58,NA,NA,5165.462402,0.33,Bad
BAJAJFINSV,30-Jun-18,First Quarter,877106,678095,132837,51.9,112.03,159117409,9.25148E+11,1054773.5,20.42,5.49,5814.248535,12.56,Good
BAJAJFINSV,30-Sep-18,Second Quarter,969839,788779,119080,44.2,135.77,159117409,9.54843E+11,984537.86,-14.84,-9.15,6000.87207,3.21,Bad
BAJAJFINSV,31-Dec-18,Third Quarter,1114160,891805,142033,53.4,121.18,159117409,1.02968E+12,924177.17,20.81,5.82,6471.204102,7.84,Bad
BAJAJFINSV,31-Mar-19,Fourth Quarter,1299452,1086540,143299,52.7,133.41,159117409,1.11872E+12,860919.69,-1.31,-101.77,7030.807129,8.65,Bad
BAJAJFINSV,30-Jun-19,First Quarter,1227226,1001702,145421,53.1,160.4,159117409,1.35522E+12,1104292.9,0.76,211.32,8517.087891,21.14,Good
BAJAJFINSV,30-Sep-19,Second Quarter,1422422,1159724,202185,75.6,112.54,159117409,1.35381E+12,951761.72,42.37,2.66,8508.225586,-0.1,Bad
BAJAJFINSV,31-Dec-19,Third Quarter,1456074,1193377,197786,70.7,132.79,159117409,1.49381E+12,1025914.3,-6.48,-20.49,9388.081055,10.34,Good
BAJAJFINSV,31-Mar-20,Fourth Quarter,1329425,1250248,53898,12.2,376.12,159117409,7.3013E+11,549207.46,-82.74,-4.55,4588.625,-51.12,Bad
BPCL,30-Sep-07,Second Quarter,2553560,2383770,103820,28.72,0.58,361537009,6025650921,2359.71,438.84,0,16.666761,4.98,Bad
BPCL,31-Dec-07,Third Quarter,2911880,2879780,29130,8.06,3.76,361537009,10943190909,3758.12,-71.94,-0.05,30.268522,81.61,Good
BPCL,31-Mar-08,Fourth Quarter,3271290,3205050,5840,1.62,14.58,361537009,8537846143,2609.93,-79.9,-0.18,23.615414,-21.98,Bad
BPCL,30-Jun-08,First Quarter,3929770,4006040,-106670,-29.5,-0.44,361537009,4676953017,1190.13,-1920.99,0,12.936305,-45.22,Bad
BPCL,30-Sep-08,Second Quarter,3785069,4023558,-262527,-72.61,-0.29,361537009,7528478198,1988.99,146.14,0,20.823534,60.97,Good
BPCL,31-Dec-08,Third Quarter,3190803,3066495,79984,22.12,1.05,361537009,8432011245,2642.6,-130.46,-0.01,23.322678,12,Good
BPCL,31-Mar-09,Fourth Quarter,2652527,2261501,362802,100.35,0.23,361531094,8430754712,3178.39,353.66,0,23.319584,-0.01,Bad
BPCL,30-Jun-09,First Quarter,2551437,2497843,61412,16.99,1.57,361531094,9642512217,3779.25,-83.07,-0.02,26.671322,14.37,Good
BPCL,30-Sep-09,Second Quarter,2709230,2749614,-15877,-4.39,-8.85,361531094,14042663415,5183.27,-125.84,0.07,38.842201,45.63,Good
BPCL,31-Dec-09,Third Quarter,3218289,3192012,37909,10.49,4.1,361531094,15547104564,4830.86,-338.95,-0.01,43.003506,10.71,Good
BPCL,31-Mar-10,Fourth Quarter,3757032,3674450,70318,19.45,1.8,361531094,12672770763,3373.08,85.41,0.02,35.053059,-18.49,Bad
BPCL,30-Jun-10,First Quarter,3423252,3603915,-171810,-47.52,-0.94,361531094,16212433490,4735.97,-344.32,0,44.843815,27.93,Good
BPCL,30-Sep-10,Second Quarter,3543477,3335016,214222,59.25,0.86,361531094,18335824547,5174.53,-224.68,0,50.717144,13.1,Good
BPCL,31-Dec-10,Third Quarter,3668593,3630710,18738,5.18,9.67,361531094,18112557044,4937.19,-91.26,-0.11,50.099583,-1.22,Bad
BPCL,31-Mar-11,Fourth Quarter,4527197,4409019,93518,25.87,1.8,361531094,16832019332,3717.98,399.42,0,46.557598,-7.07,Bad
BPCL,30-Jun-11,First Quarter,4613961,4879390,-256189,-70.86,-0.7,361531094,17888406681,3877.02,-373.91,0,49.47958,6.28,Bad
BPCL,30-Sep-11,Second Quarter,4230186,4545670,-322927,-89.32,-0.55,361531094,17821061030,4212.83,26.05,-0.02,49.293301,-0.38,Bad
BPCL,31-Dec-11,Third Quarter,5884679,5560375,313960,86.84,0.48,361531094,14988958761,2547.12,-197.22,0,41.459667,-15.89,Bad
BPCL,31-Mar-12,Fourth Quarter,6466889,6005314,396283,109.61,0.55,361531094,21967333525,3396.89,26.22,0.02,60.761948,46.56,Good
BPCL,30-Jun-12,First Quarter,5454842,6317851,-883675,-122.21,-0.53,361531094,23338361385,4278.47,-211.5,0,64.55423,6.24,Bad
BPCL,30-Sep-12,Second Quarter,5688787,5189813,503479,69.63,0.91,723062188,45674852141,8028.93,-156.98,-0.01,63.168636,-2.15,Bad
BPCL,31-Dec-12,Third Quarter,6236874,6054711,164757,22.79,2.83,723062188,46676893412,7484.02,-67.27,-0.04,64.554466,2.19,Bad
BPCL,31-Mar-13,Fourth Quarter,6631072,6031130,479729,66.35,1.03,723062188,49473585157,7460.87,191.14,0.01,68.42231,5.99,Bad
BPCL,30-Jun-13,First Quarter,5873644,5833033,15032,2.08,31.96,723062188,48065607373,8183.27,-96.87,-0.33,66.475067,-2.85,Bad
BPCL,30-Sep-13,Second Quarter,6178451,6061498,93113,12.88,4.66,723062188,43389385609,7022.7,519.23,0.01,60.00782,-9.73,Bad
BPCL,31-Dec-13,Third Quarter,6476762,6624267,-108894,-15.06,-4.73,723062188,51483873743,7949.01,-216.93,0.02,71.202553,18.66,Good
BPCL,31-Mar-14,Fourth Quarter,7477196,6903315,406837,56.26,1.67,723062188,68080184201,9105.04,-473.57,0,94.155365,32.24,Good
BPCL,30-Jun-14,First Quarter,6679022,6582730,121626,16.82,7.31,723062188,88849625662,13302.79,-70.1,-0.1,122.879646,30.51,Good
BPCL,30-Sep-14,Second Quarter,6202516,6154088,46420,6.42,20.89,723062188,96989057172,15637.05,-61.83,-0.34,134.136536,9.16,Bad
BPCL,31-Dec-14,Third Quarter,5791451,5737094,55116,7.62,18.71,723062188,1.03101E+11,17802.33,18.69,1,142.589874,6.3,Bad
BPCL,31-Mar-15,Fourth Quarter,5134612,4754913,285289,39.45,4.54,723062188,1.29404E+11,25202.24,417.72,0.01,178.966263,25.51,Good
BPCL,30-Jun-15,First Quarter,5196607,4868524,237616,32.86,5.91,723062188,1.40344E+11,27006.91,-16.7,-0.35,194.097122,8.45,Bad
BPCL,30-Sep-15,Second Quarter,4647355,4555864,101804,14.08,14.44,723062188,1.47048E+11,31641.33,-57.15,-0.25,203.36908,4.78,Bad
BPCL,31-Dec-15,Third Quarter,4666662,4470646,148860,20.59,10.36,723062188,1.54239E+11,33051.24,46.24,0.22,213.313538,4.89,Bad
BPCL,31-Mar-16,Fourth Quarter,4419709,4115103,254908,35.25,6.41,723062188,1.6327E+11,36941.24,71.2,0.09,225.802917,5.85,Bad
BPCL,30-Jun-16,First Quarter,5701575,5352805,262050,18.12,14.97,723062188,1.96193E+11,34410.39,-48.6,-0.31,271.336884,20.17,Good
BPCL,30-Sep-16,Second Quarter,5491320,5398421,130518,9.03,35.93,723062188,2.34628E+11,42727.13,-50.17,-0.72,324.492584,19.59,Good
BPCL,31-Dec-16,Third Quarter,6409565,6126279,227194,15.71,21.43,723062188,2.43399E+11,37974.38,73.98,0.29,336.622833,3.74,Bad
BPCL,31-Mar-17,Fourth Quarter,6602322,6448230,184168,14.04,25.57,723062188,2.59626E+11,39323.38,-10.63,-2.41,359.064026,6.67,Bad
BPCL,30-Jun-17,First Quarter,6676637,6630939,74456,3.79,93.22,723062188,2.55451E+11,38260.44,-73.01,-1.28,353.290588,-1.61,Bad
BPCL,30-Sep-17,Second Quarter,6412731,6147513,235740,11.99,32.65,723062188,2.8303E+11,44135.65,216.36,0.15,391.432495,10.8,Good
BPCL,31-Dec-17,Third Quarter,7019516,6788455,214374,10.9,39.45,723062188,3.10895E+11,44290.05,-9.09,-4.34,429.969513,9.85,Bad
BPCL,31-Mar-18,Fourth Quarter,7689989,7330603,267364,13.59,26.97,723062188,2.64986E+11,34458.56,24.68,1.09,366.477386,-14.77,Bad
BPCL,30-Jun-18,First Quarter,8297896,7959670,229326,11.66,27.45,723062188,2.31417E+11,27888.65,-14.2,-1.93,320.051422,-12.67,Bad
BPCL,30-Sep-18,Second Quarter,8342283,8155012,121871,6.2,52.76,723062188,2.365E+11,28349.58,-46.83,-1.13,327.081482,2.2,Bad
BPCL,31-Dec-18,Third Quarter,8920506,8861555,49514,2.52,125.84,723062188,2.29294E+11,25704.18,-59.35,-2.12,317.115631,-3.05,Bad
BPCL,31-Mar-19,Fourth Quarter,8499928,8040414,312491,15.89,22.6,723062188,2.59665E+11,30549.11,530.56,0.04,359.118835,13.25,Good
BPCL,30-Jun-19,First Quarter,8695629,8497441,179959,8.26,42.92,723062188,2.56334E+11,29478.5,-48.02,-0.89,354.511871,-1.28,Bad
BPCL,30-Sep-19,Second Quarter,7604422,7455232,163432,7.64,58.34,723062188,3.22266E+11,42378.8,-7.51,-7.77,445.696503,25.72,Good
BPCL,31-Dec-19,Third Quarter,8649522,8449615,205143,9.03,51.61,723062188,3.36971E+11,38958.32,18.19,2.84,466.03299,4.56,Bad
BPCL,31-Mar-20,Fourth Quarter,8223076,8414236,-181956,-9.39,-32,723062188,2.17244E+11,26418.77,-203.99,0.16,300.44931,-35.53,Bad
BHARTIARTL,30-Sep-07,Second Quarter,638673,454895,166306,8.75,46.24,1897857083,7.67872E+11,1202293.52,NA,NA,404.599701,12.43,Good
BHARTIARTL,31-Dec-07,Third Quarter,701795,503102,144941,7.63,56.22,1897677075,8.13953E+11,1159816,-12.8,-4.39,428.920746,6.01,Bad
BHARTIARTL,31-Mar-08,Fourth Quarter,792995,560928,194007,10.53,33.78,1897884725,6.75032E+11,851244.04,38.01,0.89,355.676117,-17.08,Bad
BHARTIARTL,30-Jun-08,First Quarter,856758,603464,221000,11.41,27.21,1898223457,5.89355E+11,687889.69,8.36,3.26,310.477142,-12.71,Bad
BHARTIARTL,30-Sep-08,Second Quarter,895273,643062,171466,8.79,38.44,1898126184,6.41291E+11,716308.19,-22.96,-1.67,337.85498,8.82,Bad
BHARTIARTL,31-Dec-08,Third Quarter,968850,704031,202349,10.41,29.59,1897978061,5.8458E+11,603375.4,18.43,1.61,308.001587,-8.84,Bad
BHARTIARTL,31-Mar-09,Fourth Quarter,1029565,754659,209603,10.78,24.99,1898049909,5.11272E+11,496590.44,3.55,7.03,269.367065,-12.54,Bad
BHARTIARTL,30-Jun-09,First Quarter,1044869,763624,269509,13.94,24.77,1898539058,6.55569E+11,627417.4,29.31,0.85,345.301819,28.19,Good
BHARTIARTL,30-Sep-09,Second Quarter,1039306,763281,230507,5.93,60.96,3796316893,1.37232E+12,1320416.37,-57.46,-1.06,361.486328,4.69,Bad
BHARTIARTL,31-Dec-09,Third Quarter,1032757,785268,227963,5.89,48.33,3797135068,1.08088E+12,1046597.28,-0.67,-71.65,284.656891,-21.25,Bad
BHARTIARTL,31-Mar-10,Fourth Quarter,1078262,834013,208172,5.33,50.62,3797751800,1.02467E+12,950297.48,-9.51,-5.32,269.80954,-5.22,Bad
BHARTIARTL,30-Jun-10,First Quarter,937370,702370,193090,5.08,44.66,3797537361,8.61518E+11,919079.63,-4.69,-9.52,226.862198,-15.92,Bad
BHARTIARTL,30-Sep-10,Second Quarter,931980,706770,210030,5.53,57.38,3797537361,1.20497E+12,1292912.06,8.86,6.48,317.302521,39.87,Good
BHARTIARTL,31-Dec-10,Third Quarter,957860,748340,184780,4.87,63.82,3797851428,1.18039E+12,1232321.69,-11.93,-5.35,310.805115,-2.05,Bad
BHARTIARTL,31-Mar-11,Fourth Quarter,985660,769730,183790,4.84,63.97,3797280839,1.17561E+12,1192714.46,-0.62,-103.84,309.592834,-0.39,Bad
BHARTIARTL,30-Jun-11,First Quarter,1019900,815590,143230,3.77,90.74,3797280839,1.29896E+12,1273617.21,-22.11,-4.1,342.076935,10.49,Good
BHARTIARTL,30-Sep-11,Second Quarter,1017750,799970,130750,3.44,95.45,3797260635,1.24679E+12,1225048.85,-8.75,-10.9,328.34024,-4.02,Bad
BHARTIARTL,31-Dec-11,Third Quarter,1052300,843460,141600,3.73,79.99,3798104508,1.13325E+12,1076927.77,8.43,9.49,298.372803,-9.13,Bad
BHARTIARTL,31-Mar-12,Fourth Quarter,1094350,878290,157430,4.15,70.72,3798104508,1.11477E+12,1018664.02,11.26,6.28,293.50824,-1.63,Bad
BHARTIARTL,30-Jun-12,First Quarter,1098060,941120,147000,3.87,68.47,3798104508,1.0064E+12,916524.65,-6.75,-10.15,264.97403,-9.72,Bad
BHARTIARTL,30-Sep-12,Second Quarter,1152300,972950,179160,4.72,49.06,3798104508,8.79426E+11,763191.49,21.96,2.23,231.543274,-12.62,Bad
BHARTIARTL,31-Dec-12,Third Quarter,1129900,986150,75030,1.98,139.69,3798104508,1.05054E+12,929764.28,-58.05,-2.41,276.596039,19.46,Good
BHARTIARTL,31-Mar-13,Fourth Quarter,1154830,981630,108440,2.86,88.98,3797449660,9.66393E+11,836827.21,44.44,2,254.484787,-7.99,Bad
BHARTIARTL,30-Jun-13,First Quarter,1222440,1044680,95880,2.5,102.15,3997399839,1.02084E+12,835084.19,-12.59,-8.12,255.376083,0.35,Bad
BHARTIARTL,30-Sep-13,Second Quarter,1224340,1031320,178440,4.47,62.4,3997399839,1.11496E+12,910665.31,78.8,0.79,278.922302,9.22,Bad
BHARTIARTL,31-Dec-13,Third Quarter,1251420,999520,179710,4.5,64.24,3997399839,1.15555E+12,923390.44,0.67,95.72,289.075226,3.64,Bad
BHARTIARTL,31-Mar-14,Fourth Quarter,1293650,1009580,205990,5.15,54.01,3996918558,1.11168E+12,859334.81,14.44,3.74,278.133881,-3.78,Bad
BHARTIARTL,30-Jun-14,First Quarter,1362780,1071850,216040,5.4,62.92,3997058493,1.35806E+12,996538.3,4.85,12.96,339.765472,22.16,Good
BHARTIARTL,30-Sep-14,Second Quarter,1358130,1093690,493730,12.35,29.01,3997058493,1.43196E+12,1054364.29,128.7,0.23,358.254395,5.44,Bad
BHARTIARTL,31-Dec-14,Third Quarter,1399520,1098190,227880,5.7,54.71,3997058493,1.24643E+12,890613.82,-53.85,-1.02,311.83728,-12.96,Bad
BHARTIARTL,31-Mar-15,Fourth Quarter,1429210,1104490,382400,9.57,36.34,3997058493,1.38991E+12,972502.8,67.89,0.54,347.733398,11.51,Good
BHARTIARTL,30-Jun-15,First Quarter,2368080,1948690,222050,5.29,70.2,3997058493,1.48444E+12,626855.23,-44.72,-1.57,371.383942,6.8,Bad
BHARTIARTL,30-Sep-15,Second Quarter,2385190,1984070,138690,3.84,78.26,3997058493,1.20124E+12,503623.17,-27.41,-2.86,300.530243,-19.08,Bad
BHARTIARTL,31-Dec-15,Third Quarter,2410340,2000620,98170,2.77,109.31,3997058493,1.2103E+12,502129.19,-27.86,-3.92,302.798187,0.75,Bad
BHARTIARTL,31-Mar-16,Fourth Quarter,2498310,2066370,123750,3.3,94.56,3997058493,1.24728E+12,499249.24,19.13,4.94,312.049316,3.06,Bad
BHARTIARTL,30-Jun-16,First Quarter,2557290,2103860,122940,3.66,89.15,3997058493,1.30417E+12,509980.74,10.91,8.17,326.282104,4.56,Bad
BHARTIARTL,30-Sep-16,Second Quarter,2467150,2016730,134540,3.65,76.85,3997058493,1.12123E+12,454463.42,-0.27,-281.28,280.513641,-14.03,Bad
BHARTIARTL,31-Dec-16,Third Quarter,2336390,1968920,40190,1.26,216.71,3997058493,1.09141E+12,467136.22,-65.48,-3.31,273.053894,-2.66,Bad
BHARTIARTL,31-Mar-17,Fourth Quarter,2193460,2098000,21980,0.93,336.26,3997058493,1.24996E+12,569855.45,-26.19,-12.84,312.71875,14.53,Good
BHARTIARTL,30-Jun-17,First Quarter,2195810,2081060,33220,0.92,368.7,3997058493,1.35583E+12,617462.06,-1.08,-342.89,339.206787,8.47,Bad
BHARTIARTL,30-Sep-17,Second Quarter,2177690,2089960,21990,0.86,405.58,3997058493,1.39416E+12,640200.61,-6.52,-62.19,348.796112,2.83,Bad
BHARTIARTL,31-Dec-17,Third Quarter,2031860,1977570,33510,0.76,624.16,3997058493,1.89605E+12,933157.41,-11.63,-53.68,474.360138,36,Good
BHARTIARTL,31-Mar-18,Fourth Quarter,1970960,1945160,23540,0.21,1711.41,3997058493,1.43653E+12,728848.18,-72.37,-23.65,359.396942,-24.24,Bad
BHARTIARTL,30-Jun-18,First Quarter,2017970,2063000,31430,0.24,1434.57,3997058493,1.37618E+12,681961.48,14.29,100.42,344.297638,-4.2,Bad
BHARTIARTL,30-Sep-18,Second Quarter,2049190,2250870,8590,0.3,1023.91,3997058493,1.22779E+12,599158.18,25,40.96,307.173126,-10.78,Bad
BHARTIARTL,31-Dec-18,Third Quarter,2058670,2179040,39240,0.22,1299.57,3997058493,1.14278E+12,555104.18,-26.67,-48.73,285.904327,-6.92,Bad
BHARTIARTL,31-Mar-19,Fourth Quarter,2065680,2200220,53930,0.27,1128.71,3997058493,1.21811E+12,589687.72,22.73,49.66,304.750641,6.59,Bad
BHARTIARTL,30-Jun-19,First Quarter,2081250,2243540,-248530,-6.18,-55.89,3997058493,1.38062E+12,663362.17,-2388.89,0.02,345.409637,13.34,Good
BHARTIARTL,30-Sep-19,Second Quarter,2119900,2213750,-2314560,-44.92,-8.14,3997058493,1.46187E+12,689594.19,626.86,-0.01,365.736633,5.88,Bad
BHARTIARTL,31-Dec-19,Third Quarter,2202160,2262670,-61720,-2.02,-224.84,3997058493,1.81534E+12,824345.34,-95.5,2.35,454.169067,24.18,Good
BHARTIARTL,31-Mar-20,Fourth Quarter,2382210,2392010,-506850,-9.69,-45.34,3997058493,1.756E+12,737129.51,379.7,-0.12,439.322388,-3.27,Bad
BRITANNIA,30-Sep-07,Second Quarter,66460,59740,4850,20.28,3.33,23891097,1614784390,24297.09,34.22,0.1,67.589378,-48.76,Bad
BRITANNIA,31-Dec-07,Third Quarter,66270,60490,4540,18.97,3.59,23891097,1627264383,24555.07,-6.46,-0.56,68.111748,0.77,Bad
BRITANNIA,31-Mar-08,Fourth Quarter,71940,64190,6100,25.55,2.39,23891097,1461660783,20317.78,34.69,0.07,61.180145,-10.18,Bad
BRITANNIA,30-Jun-08,First Quarter,70120,64360,4030,16.89,3.94,23891097,1589217643,22664.26,-33.89,-0.12,66.519241,8.73,Bad
